PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Unnamed: 21,Unnamed: 22,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Alu,China,9000,Eastern Nisu,Ethnoreligion - Chinese Folk Religion,22.883344,102.744099,1,Unengaged,Medium,Not Free,Very High,Low,Other,A014,C0229,114830,Alu,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
Alu,Laos,7800,Eastern Nisu,Ethnoreligion - Chinese Folk Religion,22.255026,101.678586,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A014,C0229,114830,Alu,LAO,LA,CH,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Diaspora,LAO
Aluku,French Guiana,3600,Aukan,Christianity - Folk Catholicism,4.270562,-54.380529,5,Unengaged,Medium,Free,Moderate,High,Level 1: Exercise Normal Precautions,A009,C0254,116086,Aluku,GUF,FG,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,GUF
Alune,Indonesia,22500,Alune,Christianity - Evangelical Protestant,-3.087912,128.496095,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0130,100237,Alune,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,IDN
Alur,Uganda,1240000,Alur,Christianity - Roman Catholicism,2.43602,31.17437,1,Unengaged,Strenuous,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0153,100238,Alur,UGA,UG,CG,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"1,000,000+",Indigenous,UGA
Ama,Papua New Guinea,1400,Sawiyanu,Ethnoreligion - Animism,-4.20192,141.65793,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100243,Ama,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Amahei,Indonesia,60,Indonesian,Islam - Sunni,-3.34,128.925,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0130,100244,Amahei,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Amahuaca,Brazil,275,Amahuaca,Ethnoreligion,-9.3604,-70.6064,6,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,100245,Amahuaca,BRA,BR,PE,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,BRA
Amahuaca,Peru,300,Amahuaca,Ethnoreligion - Animism,-9.5292,-72.7528,1,Unengaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0201,100245,Amahuaca,PER,PE,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,PER
Amaimon,Papua New Guinea,3100,Amaimon,Christianity - Evangelical Protestant,-5.18742,145.36845,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100246,Amaimon,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Amal,Papua New Guinea,1800,Amal,Ethnoreligion - Animism,-4.04517,141.9952,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100247,Amal,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Amanab,Papua New Guinea,9300,Amanab,Christianity - Evangelical Protestant,-3.51516,141.17783,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100249,Amanab,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Amanaye,Brazil,125,Portuguese,Ethnoreligion,-3.2873,-48.4046,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0083,100250,Amanaye,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Amarakaire,Peru,2000,Amarakaeri,Ethnoreligion - Animism,-13.0615,-70.3439,1,Unengaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0201,100255,Amarakaire,PER,PE,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,PER
Amaruwa,Colombia,475,Cuiba,Ethnoreligion,6.0814,-69.9498,1,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,116072,Amaruwa,COL,CO,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,COL
Amazigh,Netherlands,167000,Central Atlas Tamazight,Islam - Sunni,52.345922,4.791064,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A001,C0047,101275,"Amazigh, Riffian",NLD,NL,MO,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"100,000+",Diaspora,NLD
Amazigh,France,150000,Central Atlas Tamazight,Islam - Sunni,49.005397,2.21363,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A001,C0049,104002,Amazigh,FRA,FR,,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"100,000+",Diaspora,FRA
Amazigh,United Kingdom,3400,Central Atlas Tamazight,Islam - Sunni,51.537269,-0.053662,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A001,C0049,104002,Amazigh,GBR,UK,MO,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,GBR
"Amazigh, Figig",Algeria,84000,Central Atlas Tamazight,Islam - Sunni,32.0461,-1.2459,1,Unengaged,Medium,Not Free,Very High,High,Level 2: Exercise Increased Caution,A001,C0045,103014,"Amazigh, Figig",DZA,AG,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,DZA
"Amazigh, Ghomara",Morocco,76500,Moroccan Arabic,Islam - Sunni,35.013,-4.99,1,Unengaged,Strenuous,Partly Free,High,Moderate,Level 2: Exercise Increased Caution,A001,C0047,103344,"Amazigh, Ghomara",MAR,MO,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,MAR
"Amazigh, Gourara",Algeria,13000,Taznatit,Islam - Sunni,32.4872,3.6814,1,Unengaged,Medium,Not Free,Very High,High,Level 2: Exercise Increased Caution,A001,C0045,116098,"Amazigh, Gourara",DZA,AG,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,DZA
"Amazigh, Jalo",Libya,44500,Hassaniyya,Islam - Sunni,29.0246,21.5585,1,Unengaged,Medium,Not Free,High,High,Level 4: Do Not Travel,A001,C0045,104164,"Amazigh, Jalo",LBY,LY,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,LBY
"Amazigh, Jofra",Libya,29500,Libyan Arabic,Islam - Sunni,27.8118,16.3859,1,Unengaged,Medium,Not Free,High,High,Level 4: Do Not Travel,A001,C0045,104291,"Amazigh, Jofra",LBY,LY,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,LBY
"Amazigh, Menasser",Algeria,23500,Central Atlas Tamazight,Islam - Sunni,36.5954,2.1869,1,Unengaged,Medium,Not Free,Very High,High,Level 2: Exercise Increased Caution,A001,C0049,106536,"Amazigh, Menasser",DZA,AG,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,DZA
"Amazigh, Nefusa",Libya,190000,Nafusi,Islam - Sunni,31.9293,12.2484,1,Unengaged,Medium,Not Free,High,High,Level 4: Do Not Travel,A001,C0045,104139,"Amazigh, Jabal Nafusah",LBY,LY,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,LBY
"Amazigh, Riffi",France,136000,Tarifit,Islam - Sunni,48.729309,2.593782,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A001,C0047,101275,"Amazigh, Riffian",FRA,FR,,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"100,000+",Diaspora,FRA
"Amazigh, Siwa",Egypt,25000,Siwi,Islam - Sunni,29.20228,25.51974,0,Unengaged,Medium,Not Free,Very High,Very High,Level 3: Reconsider Travel,A001,C0045,109343,Siwa,EGY,EG,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,EGY
"Amazigh, Tidikelt",Algeria,1200,Algerian Arabic,Islam - Sunni,27.01903,1.86218,1,Unengaged,Medium,Not Free,Very High,High,Level 2: Exercise Increased Caution,A001,C0045,110042,"Amazigh, Tidikelt",DZA,AG,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,DZA
"Amazigh, Tuat",Algeria,32500,Taznatit,Islam - Sunni,27.878119,-0.282987,1,Unengaged,Medium,Not Free,Very High,High,Level 2: Exercise Increased Caution,A001,C0045,116099,"Amazigh, Tuat",DZA,AG,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,DZA
Amba,Uganda,60000,Amba (Uganda),Ethnoreligion - Animism,0.7964,30.1463,1,Unengaged,Strenuous,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0258,100259,Amba,UGA,UG,,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"50,000+",Indigenous,UGA
Ambalavasi,India,214000,Malayalam,Hinduism,9.98,76.28,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111316,Ambalavasi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Ambasi,Papua New Guinea,4100,Binandere,Christianity - Evangelical Protestant,-8.0728,147.9767,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100265,"Ambasi, Tain-Daware",PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Ambelau,Indonesia,8800,Ambelau,Islam - Sunni,-3.662,127.1539,1,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0130,100268,Ambelau,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IDN
Amber,Indonesia,1000,Ambel,Christianity - Evangelical Protestant,-0.4195,130.8228,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,100270,Amber,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Ambo,Nigeria,3200,Ambo,Christianity - Non-Evangelical Protestant,7.07638,10.76978,5,Unengaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,100273,Ambo,NGA,NI,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,NGA
Ambonese,Netherlands,51000,Ambonese Malay,Islam - Sunni,52.070814,4.298807,4,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A008,C0130,100274,Ambonese,NLD,NL,ID,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"50,000+",Diaspora,NLD
"Ambrym, Southeast",Vanuatu,6300,Southeast Ambrym,Ethnoreligion,-16.337083,168.296014,6,Unengaged,Strenuous,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A010,C0227,100276,"Ambrym, Southeast",VUT,NH,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,VUT
Ambul,Papua New Guinea,2500,Ambul,Christianity - Evangelical Protestant,-6.29002,149.96031,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100277,Ambul,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Amele,Papua New Guinea,15500,Amele,Christianity - Evangelical Protestant,-5.29126,145.68676,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100282,Amele,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,PNG
American,Curacao,1000,English,Christianity - Non-Evangelical Protestant,12.105355,-68.930368,6,Unengaged,Medium,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0011,110448,"American, U.S.",CUW,UC,US,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,CUW
American,Dominican Republic,94000,English,Christianity - Folk Catholicism,18.501,-69.898,5,Unengaged,Medium,Partly Free,Low,Low,Level 2: Exercise Increased Caution,A009,C0011,110448,"American, U.S.",DOM,DR,US,,,American Peoples,,2,No Longer Unreached,"50,000+",Diaspora,DOM
American,Fiji,4500,English,Christianity - Non-Evangelical Protestant,-18.145217,178.433862,6,Unengaged,Medium,Partly Free,Moderate,Low,Level 1: Exercise Normal Precautions,A009,C0011,110448,"American, U.S.",FJI,FJ,US,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,FJI
American,Greenland,3400,English,Christianity - Non-Evangelical Protestant,64.17464,-51.735244,6,Unengaged,Little,Free,Moderate,Moderate,Caution,A009,C0011,110448,"American, U.S.",GRL,GL,US,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,GRL
American,Guam,14000,English,Christianity - Folk Catholicism,13.5278,144.8625,6,Unengaged,,,,,Caution,A009,C0011,110448,"American, U.S.",GUM,GQ,,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,GUM
American,Haiti,18000,English,Christianity - Non-Evangelical Protestant,18.57,-72.2885,6,Unengaged,Strenuous,Not Free,Low,Moderate,Level 4: Do Not Travel,A009,C0011,110448,"American, U.S.",HTI,HA,US,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,HTI
American,Iceland,1700,English,Christianity - Evangelical Protestant,64.140069,-21.919185,6,Unengaged,Little,Free,Moderate,Low,Level 1: Exercise Normal Precautions,A009,C0011,110448,"American, U.S.",ISL,IC,US,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,ISL
American,New Zealand,14500,English,Christianity - Evangelical Protestant,-36.914608,174.684851,6,Unengaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A009,C0011,110448,"American, U.S.",NZL,NZ,US,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,NZL
American,Panama,182000,English,Christianity - Folk Catholicism,9.0005,-79.5294,6,Unengaged,Low,Free,Low,Low,Level 2: Exercise Increased Caution,A009,C0011,110448,"American, U.S.",PAN,PM,,,,American Peoples,,2,No Longer Unreached,"100,000+",Diaspora,PAN
American,Virgin Islands,15500,English,Christianity - Folk Catholicism,18.35,-64.95,6,Unengaged,,,,,Caution,A009,C0011,110448,"American, U.S.",VIR,VQ,,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,VIR
American Samoa Deaf,American Samoa,450,Undetermined,Unknown,-14.279,-170.7,0,Unengaged,,,,,Caution,A017,C0252,114916,Deaf,ASM,AQ,,,,Deaf Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,ASM
American Samoan,United States,68000,Samoan,Christianity - Non-Evangelical Protestant,34.063343,-118.354606,6,Unengaged,Little,Free,Moderate,High,Caution,A010,C0180,108580,Samoan,USA,US,WS,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"50,000+",Diaspora,USA
Americo-Liberian,Liberia,166000,Liberian English,Christianity - Non-Evangelical Protestant,6.3259,-10.6312,6,Unengaged,Extreme,Partly Free,Low,Low,Level 2: Exercise Increased Caution,A013,C0173,100289,Americo-Liberian,LBR,LI,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"100,000+",Indigenous,LBR
Amhara,Canada,13500,Amharic,Christianity - Eastern Orthodox,43.722638,-79.530988,6,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A004,C0068,100293,Amhara,CAN,CA,ET,,,Northern African and Middle Eastern Peoples,,2,No Longer Unreached,"10,000+",Diaspora,CAN
Amhara,Egypt,4000,Amharic,Christianity - Eastern Orthodox,31.227698,29.974422,1,Unengaged,Medium,Not Free,Very High,Very High,Level 3: Reconsider Travel,A004,C0068,100293,Amhara,EGY,EG,ET,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,EGY
Ampale,Papua New Guinea,5000,Safeyoka,Christianity - Evangelical Protestant,-7.021455,145.970168,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100302,Ampale,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Amto,Papua New Guinea,550,Amto,Ethnoreligion - Animism,-4.12165,141.33941,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100306,Amto,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Amundava,Brazil,200,Amundava,Ethnoreligion,-8.5902,-61.1613,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0083,100301,Amundava,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
"Amuzgo, Guerrero",Mexico,78000,Guerrero Amuzgo,Christianity - Folk Catholicism,16.794444,-98.240556,4,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0144,103527,"Amuzgo, Guerrero",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"50,000+",Indigenous,MEX
"Amuzgo, Ipalapa",Mexico,1200,Spanish,Christianity - Folk Catholicism,16.635556,-98.032778,4,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0144,108671,"Amuzgo, Ipalapa",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MEX
"Amuzgo, San Pedro Amuzgos",Mexico,7000,San Pedro Amuzgos Amuzgo,Christianity - Folk Catholicism,16.653611,-98.088889,4,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0144,107578,"Amuzgo, San Pedro Amuzgos",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MEX
Anakalangu,Indonesia,17500,Anakalangu,Christianity - Evangelical Protestant,-9.63425,119.60465,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0075,100312,Anakalangu,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,IDN
Anambe,Brazil,125,Portuguese,Ethnoreligion - Animism,-2.841756,-49.314521,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0083,100315,Anambe,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Anatolian Turk,Iraq,43000,Turkish,Islam - Sunni,33.3351,44.3497,1,Unengaged,Strenuous,Not Free,High,Very High,Level 4: Do Not Travel,A015,C0221,113818,Turk,IRQ,IZ,TU,,,Central Asian Peoples,,0,Unengaged and Unreached,"10,000+",Indigenous,IRQ
Andamanese,India,11500,Andaman Hindi Creole,Hinduism,11.623377,92.726483,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,111328,Andamanese,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Andhra Vaisnawa,India,5100,Telugu,Hinduism,17.32125,82.040714,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0294,118860,Andhra Vaishnava,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Andi,Russian Federation,40000,Andi,Islam - Sunni,42.80785,46.29187,1,Unengaged,Low,Not Free,Very High,Very High,Level 4: Do Not Travel,A003,C0061,100328,Andi,RUS,RS,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,RUS
Andio,Indonesia,2500,Andio,Islam - Sunni,-0.853,123.144,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0103,100330,Andio,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Andoque,Colombia,500,Spanish,Ethnoreligion,-0.618,-72.2592,5,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,100332,Andoque,COL,CO,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,COL
Andorran,Andorra,44500,Catalan,Unaffiliated,42.54865,1.60125,1,Unengaged,Low,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0202,101896,Catalonian,AND,AN,SP,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Indigenous,AND
Anfillo,Ethiopia,2500,West Central Oromo,Islam - Sunni,8.671698,34.520723,1,Unengaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A004,C0161,100342,Anfillo,ETH,ET,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,ETH
Angaatiha,Papua New Guinea,4400,Angaataha,Christianity - Evangelical Protestant,-7.15012,146.35192,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100343,Angaatiha,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Angarok,India,6700,Bengali,Hinduism,23.332078,86.365208,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111359,Angarok,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Angaua,Papua New Guinea,5400,Nend,Christianity - Evangelical Protestant,-5.04271,144.88584,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100348,Angaua,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Anggor,Papua New Guinea,3700,Angor,Christianity - Evangelical Protestant,-3.7167,141.19901,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100351,Anggor,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Angku,China,9000,Kon Keu,Buddhism - Theravada,21.9146,100.8305,1,Unengaged,Medium,Not Free,Very High,Low,Other,A011,C0147,114915,Angku,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
Anglo-Australian,Canada,44500,English,Unaffiliated,49.282729,-123.120738,4,Unengaged,,,,,,A003,C0012,100354,Anglo-Australian,CAN,CA,,,,European Peoples,,2,No Longer Unreached,"10,000+",Diaspora,CAN
Anglo-Australian,Papua New Guinea,164000,English,Unaffiliated,-9.454472,147.188061,4,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A003,C0012,100354,Anglo-Australian,PNG,PP,AS,,,European Peoples,,2,No Longer Unreached,"100,000+",Diaspora,PNG
Anglo-Australian,United States,83500,English,Christianity - Roman Catholicism,38.58166,-121.49444,5,Unengaged,Little,Free,Moderate,High,Caution,A003,C0012,100354,Anglo-Australian,USA,US,,,,European Peoples,,2,No Longer Unreached,"50,000+",Diaspora,USA
Anglo-New Zealander,Singapore,3100,English,Unaffiliated,1.298169,103.811156,4,Unengaged,Little,Partly Free,High,Moderate,Level 1: Exercise Normal Precautions,A003,C0012,100357,Anglo-New Zealander,SGP,SN,NZ,,,European Peoples,,2,No Longer Unreached,"<10,000",Diaspora,SGP
Angolan,Belgium,7200,English,Christianity - Roman Catholicism,50.82813,4.354459,1,Unengaged,Little,Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A013,C0173,100361,"Angolan, Mestizo",BEL,BE,AO,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"<10,000",Diaspora,BEL
